Model,Year,country,Real,Real cod,Predicție,Predicție cod,Participare scăzută,Participare medie,Participare ridicată
XGBoost,2020,Ireland,Participare medie,1,Participare medie,1,0.020637156441807747,0.8701171278953552,0.1092456504702568
XGBoost,2020,Iceland,Participare ridicată,2,Participare ridicată,2,0.005128496326506138,0.01582922786474228,0.9790423512458801
XGBoost,2020,Italy,Participare scăzută,0,Participare medie,1,0.13979773223400116,0.4323989450931549,0.4278033375740051
XGBoost,2020,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0021146393846720457,0.04562349244952202,0.9522618651390076
XGBoost,2020,Luxembourg,Participare medie,1,Participare medie,1,0.10197728127241135,0.7556115388870239,0.14241115748882294
XGBoost,2020,Latvia,Participare ridicată,2,Participare ridicată,2,0.0019666419830173254,0.023913530632853508,0.9741199016571045
XGBoost,2020,Moldova,Participare ridicată,2,Participare medie,1,0.15113429725170135,0.47488757967948914,0.3739781081676483
XGBoost,2020,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.7777435779571533,0.05305763706564903,0.16919873654842377
XGBoost,2020,Malta,Participare medie,1,Participare medie,1,0.3432052433490753,0.4242387115955353,0.23255598545074463
XGBoost,2020,Montenegro,Participare scăzută,0,Participare scăzută,0,0.8694315552711487,0.03492383286356926,0.09564460813999176
XGBoost,2020,Netherlands,Participare ridicată,2,Participare ridicată,2,0.018453124910593033,0.05880121886730194,0.9227456450462341
XGBoost,2020,Norway,Participare ridicată,2,Participare ridicată,2,0.004390891641378403,0.009177912957966328,0.9864311814308167
XGBoost,2020,Poland,Participare medie,1,Participare medie,1,0.02885357104241848,0.7924782633781433,0.17866817116737366
XGBoost,2020,Portugal,Participare ridicată,2,Participare ridicată,2,0.01975066028535366,0.16036023199558258,0.8198891282081604
XGBoost,2020,Romania,Participare scăzută,0,Participare medie,1,0.21233049035072327,0.5674425959587097,0.22022689878940582
XGBoost,2020,Russian Federation,Participare ridicată,2,Participare medie,1,0.045321960002183914,0.5015753507614136,0.453102707862854
XGBoost,2020,Serbia,Participare medie,1,Participare medie,1,0.20885829627513885,0.6376036405563354,0.1535380333662033
XGBoost,2020,Slovak Republic,Participare medie,1,Participare medie,1,0.060741666704416275,0.7414935827255249,0.19776475429534912
XGBoost,2020,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0064482660964131355,0.2107871174812317,0.7827646136283875
XGBoost,2020,Sweden,Participare ridicată,2,Participare ridicată,2,0.00939818937331438,0.02164209447801113,0.9689597487449646
XGBoost,2020,Turkiye,Participare scăzută,0,Participare scăzută,0,0.9076020121574402,0.03203968703746796,0.060358308255672455
XGBoost,2020,Ukraine,Participare medie,1,Participare medie,1,0.03517893701791763,0.8313053846359253,0.1335156410932541
XGBoost,2021,Albania,Participare medie,1,Participare scăzută,0,0.6657628417015076,0.20592708885669708,0.12831008434295654
XGBoost,2021,Austria,Participare ridicată,2,Participare ridicată,2,0.0025434615090489388,0.037248220294713974,0.9602082967758179
XGBoost,2021,Belgium,Participare medie,1,Participare ridicată,2,0.022543486207723618,0.3833996057510376,0.5940569043159485
XGBoost,2021,Bulgaria,Participare medie,1,Participare ridicată,2,0.007654701825231314,0.2004171460866928,0.7919281125068665
XGBoost,2021,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9427299499511719,0.032159168273210526,0.025110935792326927
XGBoost,2021,Belarus,Participare ridicată,2,Participare ridicată,2,0.004430667031556368,0.07630293816328049,0.9192663431167603
XGBoost,2021,Switzerland,Participare ridicată,2,Participare ridicată,2,0.010683493688702583,0.04063572734594345,0.9486807584762573
XGBoost,2021,Cyprus,Participare ridicată,2,Participare ridicată,2,0.010616669431328773,0.13694989681243896,0.852433443069458
XGBoost,2021,Czechia,Participare ridicată,2,Participare ridicată,2,0.006487410049885511,0.10495767742395401,0.8885549306869507
XGBoost,2021,Germany,Participare ridicată,2,Participare ridicată,2,0.003431074321269989,0.010121872648596764,0.9864470958709717
XGBoost,2021,Denmark,Participare ridicată,2,Participare ridicată,2,0.0041999900713562965,0.007446215953677893,0.9883537292480469
XGBoost,2021,Spain,Participare ridicată,2,Participare ridicată,2,0.030514026060700417,0.327868789434433,0.6416172385215759
XGBoost,2021,Estonia,Participare ridicată,2,Participare ridicată,2,0.002448198152706027,0.032236725091934204,0.965315043926239
XGBoost,2021,Finland,Participare ridicată,2,Participare ridicată,2,0.001821410725824535,0.029464611783623695,0.9687139987945557
XGBoost,2021,France,Participare ridicată,2,Participare medie,1,0.014122494496405125,0.6525904536247253,0.33328700065612793
XGBoost,2021,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.00604783883318305,0.02150309644639492,0.9724490642547607
XGBoost,2021,Greece,Participare scăzută,0,Participare ridicată,2,0.41035196185112,0.17177170515060425,0.41787636280059814
XGBoost,2021,Croatia,Participare medie,1,Participare ridicată,2,0.011234390549361706,0.12027017027139664,0.8684954047203064
XGBoost,2021,Hungary,Participare ridicată,2,Participare ridicată,2,0.09031388908624649,0.4052022099494934,0.5044838786125183
XGBoost,2021,Ireland,Participare ridicată,2,Participare ridicată,2,0.021966364234685898,0.4001953601837158,0.5778382420539856
XGBoost,2021,Iceland,Participare ridicată,2,Participare ridicată,2,0.009155364707112312,0.022484563291072845,0.9683600664138794
XGBoost,2021,Italy,Participare scăzută,0,Participare ridicată,2,0.06238521635532379,0.31772926449775696,0.6198855042457581
XGBoost,2021,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0017742444761097431,0.02173294872045517,0.9764927625656128
XGBoost,2021,Luxembourg,Participare ridicată,2,Participare scăzută,0,0.4437577724456787,0.32203397154808044,0.23420827090740204
XGBoost,2021,Latvia,Participare ridicată,2,Participare ridicată,2,0.0017089138273149729,0.012072710320353508,0.9862183928489685
XGBoost,2021,Moldova,Participare ridicată,2,Participare medie,1,0.13994085788726807,0.4871825873851776,0.3728766143321991
XGBoost,2021,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.614417314529419,0.10972490906715393,0.27585771679878235
XGBoost,2021,Malta,Participare medie,1,Participare ridicată,2,0.12920750677585602,0.3471275568008423,0.5236648917198181
XGBoost,2021,Montenegro,Participare scăzută,0,Participare scăzută,0,0.6415985226631165,0.09580429643392563,0.2625972330570221
XGBoost,2021,Netherlands,Participare ridicată,2,Participare ridicată,2,0.01761823706328869,0.04394986107945442,0.9384319186210632
XGBoost,2021,Norway,Participare ridicată,2,Participare ridicată,2,0.004415043164044619,0.008946564979851246,0.9866384267807007
XGBoost,2021,Poland,Participare medie,1,Participare medie,1,0.037090253084897995,0.7037022113800049,0.25920751690864563
XGBoost,2021,Portugal,Participare ridicată,2,Participare ridicată,2,0.01393319945782423,0.19345885515213013,0.7926079034805298
XGBoost,2021,Romania,Participare scăzută,0,Participare medie,1,0.12527836859226227,0.7339276671409607,0.14079400897026062
XGBoost,2021,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.04163697361946106,0.43397071957588196,0.524392306804657
XGBoost,2021,Serbia,Participare medie,1,Participare medie,1,0.31596827507019043,0.47160086035728455,0.21243083477020264
XGBoost,2021,Slovak Republic,Participare ridicată,2,Participare medie,1,0.08472193032503128,0.6181255578994751,0.2971525192260742
XGBoost,2021,Slovenia,Participare ridicată,2,Participare ridicată,2,0.007677075453102589,0.18485140800476074,0.8074715733528137
XGBoost,2021,Sweden,Participare ridicată,2,Participare ridicată,2,0.009929864667356014,0.02143716812133789,0.9686329960823059
XGBoost,2021,Turkiye,Participare scăzută,0,Participare scăzută,0,0.7929961085319519,0.0498281791806221,0.15717564523220062
XGBoost,2021,Ukraine,Participare medie,1,Participare medie,1,0.042964909225702286,0.8638429641723633,0.09319210797548294
XGBoost,2022,Albania,Participare medie,1,Participare scăzută,0,0.70359206199646,0.16978265345096588,0.12662528455257416
XGBoost,2022,Austria,Participare ridicată,2,Participare ridicată,2,0.0022201165556907654,0.026429815217852592,0.9713500142097473
XGBoost,2022,Belgium,Participare medie,1,Participare ridicată,2,0.008737251162528992,0.07878153771162033,0.9124812483787537
XGBoost,2022,Bulgaria,Participare ridicată,2,Participare ridicată,2,0.003943728748708963,0.08593770116567612,0.9101185202598572
XGBoost,2022,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9390773773193359,0.033377960324287415,0.027544666081666946
XGBoost,2022,Belarus,Participare ridicată,2,Participare ridicată,2,0.004877727013081312,0.10964079946279526,0.8854814767837524
XGBoost,2022,Switzerland,Participare ridicată,2,Participare ridicată,2,0.009886941872537136,0.04961808770895004,0.9404950141906738
XGBoost,2022,Cyprus,Participare ridicată,2,Participare ridicată,2,0.011821704916656017,0.1400488168001175,0.8481295108795166
XGBoost,2022,Czechia,Participare ridicată,2,Participare ridicată,2,0.006743729114532471,0.10189250111579895,0.8913637399673462
XGBoost,2022,Germany,Participare ridicată,2,Participare ridicată,2,0.0021710770670324564,0.016286751255393028,0.98154217004776
XGBoost,2022,Denmark,Participare ridicată,2,Participare ridicată,2,0.004807884804904461,0.014839009381830692,0.9803531169891357
XGBoost,2022,Spain,Participare ridicată,2,Participare ridicată,2,0.017819756641983986,0.28168439865112305,0.7004958391189575
XGBoost,2022,Estonia,Participare ridicată,2,Participare ridicată,2,0.0017919898964464664,0.024480992928147316,0.9737270474433899
XGBoost,2022,Finland,Participare ridicată,2,Participare ridicată,2,0.0021654379088431597,0.03530381619930267,0.9625306725502014
XGBoost,2022,France,Participare ridicată,2,Participare ridicată,2,0.008951473981142044,0.4861171841621399,0.5049313902854919
XGBoost,2022,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.005253367591649294,0.036028314381837845,0.9587182998657227
XGBoost,2022,Greece,Participare medie,1,Participare ridicată,2,0.3669017553329468,0.19011160731315613,0.4429866075515747
XGBoost,2022,Croatia,Participare medie,1,Participare ridicată,2,0.00877593457698822,0.12178769707679749,0.8694363832473755
XGBoost,2022,Hungary,Participare ridicată,2,Participare ridicată,2,0.06516575813293457,0.4312990605831146,0.5035352110862732
XGBoost,2022,Ireland,Participare ridicată,2,Participare ridicată,2,0.023999838158488274,0.35228851437568665,0.6237116456031799
XGBoost,2022,Iceland,Participare ridicată,2,Participare ridicată,2,0.016038084402680397,0.024243878200650215,0.9597179889678955
XGBoost,2022,Italy,Participare scăzută,0,Participare ridicată,2,0.044355347752571106,0.2740732431411743,0.6815714240074158
XGBoost,2022,Lithuania,Participare ridicată,2,Participare ridicată,2,0.002192507730796933,0.03263610973954201,0.9651714563369751
XGBoost,2022,Luxembourg,Participare ridicată,2,Participare ridicată,2,0.343651682138443,0.30379247665405273,0.3525558114051819
XGBoost,2022,Latvia,Participare ridicată,2,Participare ridicată,2,0.0017199894646182656,0.019791118800640106,0.9784889221191406
XGBoost,2022,Moldova,Participare ridicată,2,Participare medie,1,0.23060502111911774,0.4000391364097595,0.36935582756996155
XGBoost,2022,North Macedonia,Participare scăzută,0,Participare ridicată,2,0.30049028992652893,0.1738058179616928,0.5257038474082947
XGBoost,2022,Malta,Participare ridicată,2,Participare ridicată,2,0.04251585528254509,0.1280408799648285,0.8294432759284973
XGBoost,2022,Montenegro,Participare medie,1,Participare ridicată,2,0.40700674057006836,0.13547828793525696,0.45751500129699707
XGBoost,2022,Netherlands,Participare ridicată,2,Participare ridicată,2,0.0406251959502697,0.05901087448000908,0.9003639221191406
XGBoost,2022,Norway,Participare ridicată,2,Participare ridicată,2,0.026269298046827316,0.037187907844781876,0.9365427494049072
XGBoost,2022,Poland,Participare medie,1,Participare medie,1,0.043409109115600586,0.679890513420105,0.27670037746429443
XGBoost,2022,Portugal,Participare ridicată,2,Participare ridicată,2,0.013983317650854588,0.24883687496185303,0.7371798157691956
XGBoost,2022,Romania,Participare scăzută,0,Participare medie,1,0.11013821512460709,0.7569748163223267,0.13288699090480804
XGBoost,2022,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.05776948854327202,0.3580842614173889,0.58414626121521
XGBoost,2022,Serbia,Participare medie,1,Participare scăzută,0,0.5953468680381775,0.23206961154937744,0.17258352041244507
XGBoost,2022,Slovak Republic,Participare ridicată,2,Participare medie,1,0.0440506786108017,0.7747834324836731,0.181165874004364
XGBoost,2022,Slovenia,Participare ridicată,2,Participare ridicată,2,0.006085265427827835,0.20533114671707153,0.7885835766792297
XGBoost,2022,Sweden,Participare ridicată,2,Participare ridicată,2,0.011824509128928185,0.025673629716038704,0.9625018835067749
XGBoost,2022,Turkiye,Participare scăzută,0,Participare scăzută,0,0.8497121334075928,0.04631561040878296,0.10397230088710785
XGBoost,2023,Albania,Participare ridicată,2,Participare scăzută,0,0.6737916469573975,0.20242992043495178,0.12377840280532837
XGBoost,2023,Austria,Participare ridicată,2,Participare ridicată,2,0.002732830587774515,0.04197714850306511,0.9552900195121765
XGBoost,2023,Belgium,Participare medie,1,Participare ridicată,2,0.015784727409482002,0.3805546760559082,0.6036606431007385
XGBoost,2023,Bulgaria,Participare ridicată,2,Participare ridicată,2,0.0040199668146669865,0.1065329983830452,0.889447033405304
XGBoost,2023,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9160212278366089,0.05155956745147705,0.032419249415397644
XGBoost,2023,Belarus,Participare ridicată,2,Participare ridicată,2,0.007312946952879429,0.1630512923002243,0.829635739326477
XGBoost,2023,Switzerland,Participare ridicată,2,Participare ridicată,2,0.010368023067712784,0.09508281201124191,0.8945491909980774
XGBoost,2023,Cyprus,Participare ridicată,2,Participare ridicată,2,0.012379727326333523,0.1565171182155609,0.8311031460762024
XGBoost,2023,Czechia,Participare ridicată,2,Participare ridicată,2,0.010465401224792004,0.17166920006275177,0.8178653717041016
XGBoost,2023,Germany,Participare ridicată,2,Participare ridicată,2,0.0022743064910173416,0.01614358276128769,0.9815821647644043
XGBoost,2023,Denmark,Participare ridicată,2,Participare ridicată,2,0.005018493160605431,0.016590287908911705,0.9783912301063538
XGBoost,2023,Spain,Participare ridicată,2,Participare ridicată,2,0.01601449027657509,0.22064001858234406,0.76334547996521
XGBoost,2023,Estonia,Participare ridicată,2,Participare ridicată,2,0.0031157967168837786,0.11186785250902176,0.8850163221359253
XGBoost,2023,Finland,Participare ridicată,2,Participare ridicată,2,0.002561737783253193,0.03884885832667351,0.9585893750190735
XGBoost,2023,France,Participare ridicată,2,Participare medie,1,0.00943391490727663,0.5094140768051147,0.4811519682407379
XGBoost,2023,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.010854230262339115,0.13638348877429962,0.8527622818946838
XGBoost,2023,Greece,Participare medie,1,Participare ridicată,2,0.3568607270717621,0.2594165802001953,0.3837226629257202
XGBoost,2023,Croatia,Participare medie,1,Participare ridicată,2,0.009057514369487762,0.11958985030651093,0.8713526725769043
XGBoost,2023,Hungary,Participare ridicată,2,Participare medie,1,0.05577338486909866,0.5805895328521729,0.36363711953163147
XGBoost,2023,Ireland,Participare ridicată,2,Participare medie,1,0.021888047456741333,0.8461319208145142,0.13198000192642212
XGBoost,2023,Iceland,Participare ridicată,2,Participare ridicată,2,0.011479834094643593,0.02169352024793625,0.9668266773223877
XGBoost,2023,Italy,Participare scăzută,0,Participare ridicată,2,0.046590548008680344,0.3093564808368683,0.6440529823303223
XGBoost,2023,Lithuania,Participare ridicată,2,Participare ridicată,2,0.002396213123574853,0.0511055514216423,0.9464981555938721
XGBoost,2023,Luxembourg,Participare ridicată,2,Participare medie,1,0.3068349063396454,0.47891128063201904,0.21425384283065796
XGBoost,2023,Latvia,Participare ridicată,2,Participare ridicată,2,0.0017852308228611946,0.019866272807121277,0.9783485531806946
XGBoost,2023,Moldova,Participare ridicată,2,Participare medie,1,0.25453925132751465,0.3817889094352722,0.36367177963256836
XGBoost,2023,North Macedonia,Participare scăzută,0,Participare ridicată,2,0.1277671605348587,0.312518447637558,0.5597143769264221
XGBoost,2023,Malta,Participare ridicată,2,Participare ridicată,2,0.04964613914489746,0.14070788025856018,0.8096460103988647
XGBoost,2023,Montenegro,Participare medie,1,Participare scăzută,0,0.5129953622817993,0.13982495665550232,0.347179651260376
XGBoost,2023,Netherlands,Participare ridicată,2,Participare ridicată,2,0.02710806578397751,0.12309424579143524,0.8497977256774902
XGBoost,2023,Norway,Participare ridicată,2,Participare ridicată,2,0.026520099490880966,0.04969248175621033,0.9237874150276184
XGBoost,2023,Poland,Participare ridicată,2,Participare medie,1,0.03198515996336937,0.6153267025947571,0.35268816351890564
XGBoost,2023,Portugal,Participare ridicată,2,Participare ridicată,2,0.006672963500022888,0.10417064279317856,0.8891564011573792
XGBoost,2023,Romania,Participare scăzută,0,Participare medie,1,0.09286772459745407,0.8025698065757751,0.10456244647502899
XGBoost,2023,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.0069755082949995995,0.09256045520305634,0.9004640579223633
XGBoost,2023,Serbia,Participare medie,1,Participare scăzută,0,0.5716363787651062,0.214045912027359,0.2143176794052124
XGBoost,2023,Slovak Republic,Participare ridicată,2,Participare medie,1,0.0642302855849266,0.5901445150375366,0.34562522172927856
XGBoost,2023,Slovenia,Participare ridicată,2,Participare ridicată,2,0.006518446374684572,0.18608485162258148,0.8073967099189758
XGBoost,2023,Sweden,Participare ridicată,2,Participare ridicată,2,0.011959521099925041,0.030093641951680183,0.9579468369483948
XGBoost,2023,Turkiye,Participare scăzută,0,Participare scăzută,0,0.8473708033561707,0.05732481926679611,0.09530435502529144
Extra Trees,2019,Albania,Participare medie,1,Participare scăzută,0,0.8849077044494785,0.07178889495210465,0.04330340059841633
Extra Trees,2019,Austria,Participare ridicată,2,Participare ridicată,2,0.006665734085672266,0.10985224220200154,0.8834820237123262
Extra Trees,2019,Belgium,Participare medie,1,Participare medie,1,0.006875044802867384,0.5047897416628042,0.4883352135343285
Extra Trees,2019,Bulgaria,Participare ridicată,2,Participare medie,1,0.02832812305365254,0.5459398005015591,0.4257320764447883
Extra Trees,2019,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9581504669397823,0.034209712677855594,0.00763982038236201
Extra Trees,2019,Belarus,Participare ridicată,2,Participare ridicată,2,0.039833067085549706,0.1547487555532906,0.8054181773611597
Extra Trees,2019,Switzerland,Participare ridicată,2,Participare ridicată,2,0.003333333333333333,0.03186681120839758,0.9647998554582693
Extra Trees,2019,Cyprus,Participare ridicată,2,Participare ridicată,2,0.024478789395920672,0.12512566437672074,0.8503955462273585
Extra Trees,2019,Czechia,Participare ridicată,2,Participare ridicată,2,0.026196004092965172,0.3509806213652959,0.6228233745417382
Extra Trees,2019,Germany,Participare ridicată,2,Participare ridicată,2,0.00519199517275893,0.028413275262732164,0.966394729564509
Extra Trees,2019,Denmark,Participare ridicată,2,Participare ridicată,2,0.00017857142857142857,0.004150660169434147,0.9956707684019945
Extra Trees,2019,Spain,Participare ridicată,2,Participare medie,1,0.019979674522325575,0.5664186832964522,0.41360164218122203
Extra Trees,2019,Estonia,Participare ridicată,2,Participare ridicată,2,0.007469745300919518,0.06290027985149688,0.9296299748475838
Extra Trees,2019,Finland,Participare ridicată,2,Participare ridicată,2,0.003002533783783784,0.040453967796229166,0.9565434984199871
Extra Trees,2019,France,Participare medie,1,Participare medie,1,0.017117077279142863,0.8110337146154943,0.17184920810536317
Extra Trees,2019,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.011485052947131931,0.06764343141386467,0.9208715156390035
Extra Trees,2019,Greece,Participare scăzută,0,Participare scăzută,0,0.7246578659030155,0.13931775805812313,0.1360243760388613
Extra Trees,2019,Croatia,Participare medie,1,Participare medie,1,0.02920831218569581,0.6788311242363624,0.2919605635779417
Extra Trees,2019,Hungary,Participare ridicată,2,Participare ridicată,2,0.05691939326670527,0.47045737480128375,0.47262323193201083
Extra Trees,2019,Ireland,Participare medie,1,Participare medie,1,0.05738173962288666,0.7755073977957981,0.16711086258131508
Extra Trees,2019,Iceland,Participare ridicată,2,Participare ridicată,2,0.00125,0.016813041125541127,0.9819369588744589
Extra Trees,2019,Italy,Participare scăzută,0,Participare scăzută,0,0.6856952957102148,0.1774456187549756,0.13685908553480977
Extra Trees,2019,Lithuania,Participare ridicată,2,Participare ridicată,2,0.02242100115674292,0.14225857680538362,0.8353204220378738
Extra Trees,2019,Luxembourg,Participare medie,1,Participare medie,1,0.049360183747412,0.9243621297181083,0.026277686534480017
Extra Trees,2019,Latvia,Participare ridicată,2,Participare ridicată,2,0.0035975083691717176,0.08586445374666524,0.9105380378841637
Extra Trees,2019,Moldova,Participare ridicată,2,Participare medie,1,0.133292701863354,0.5440052838164248,0.3227020143202206
Extra Trees,2019,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.799467261904762,0.12519940476190475,0.07533333333333332
Extra Trees,2019,Malta,Participare medie,1,Participare medie,1,0.3503264578516901,0.4909790946574896,0.15869444749082004
Extra Trees,2019,Montenegro,Participare scăzută,0,Participare scăzută,0,0.7859599608050131,0.08973660410769785,0.12430343508728928
Extra Trees,2019,Netherlands,Participare ridicată,2,Participare ridicată,2,0.029174266705516715,0.07529693306636907,0.8955288002281141
Extra Trees,2019,Norway,Participare ridicată,2,Participare ridicată,2,0.0051822916666666675,0.018436147186147188,0.9763815611471862
Extra Trees,2019,Poland,Participare medie,1,Participare medie,1,0.029038113538816735,0.7514929722862861,0.21946891417489703
Extra Trees,2019,Portugal,Participare ridicată,2,Participare ridicată,2,0.04305000386708736,0.15946000146238876,0.797489994670524
Extra Trees,2019,Romania,Participare scăzută,0,Participare scăzută,0,0.636236835560876,0.23749444453549784,0.12626871990362676
Extra Trees,2019,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.03529008741147645,0.1461067420535241,0.8186031705349994
Extra Trees,2019,Serbia,Participare medie,1,Participare medie,1,0.4256550582279474,0.4855679710390607,0.08877697073299189
Extra Trees,2019,Slovak Republic,Participare medie,1,Participare medie,1,0.0446141594035874,0.77446600132273,0.1809198392736826
Extra Trees,2019,Slovenia,Participare ridicată,2,Participare ridicată,2,0.00742648934351264,0.17970082553748273,0.8128726851190049
Extra Trees,2019,Sweden,Participare ridicată,2,Participare ridicată,2,3.90625e-05,0.0028069616804231577,0.9971539758195769
Extra Trees,2019,Turkiye,Participare scăzută,0,Participare scăzută,0,0.8965457875457874,0.06242556662087912,0.04102864583333333
Extra Trees,2019,Ukraine,Participare medie,1,Participare medie,1,0.1614282664447455,0.7177341590186369,0.12083757453661752
Extra Trees,2020,Albania,Participare medie,1,Participare scăzută,0,0.8482171391998768,0.10214379103665562,0.04963906976346732
Extra Trees,2020,Austria,Participare ridicată,2,Participare ridicată,2,0.011385431055369235,0.1350083996410537,0.853606169303577
Extra Trees,2020,Belgium,Participare medie,1,Participare ridicată,2,0.007634378953194182,0.46014131001304703,0.5322243110337588
Extra Trees,2020,Bulgaria,Participare medie,1,Participare medie,1,0.021358498340799788,0.5048154808258494,0.4738260208333507
Extra Trees,2020,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.8562044629585391,0.12293231240377978,0.020863224637681164
Extra Trees,2020,Belarus,Participare ridicată,2,Participare ridicată,2,0.035035448037930655,0.18314310079138585,0.7818214511706836
Extra Trees,2020,Switzerland,Participare ridicată,2,Participare ridicată,2,0.0103125,0.045564727875064256,0.9441227721249359
Extra Trees,2020,Cyprus,Participare ridicată,2,Participare ridicată,2,0.05345517811158336,0.16758793256953244,0.7789568893188842
Extra Trees,2020,Czechia,Participare ridicată,2,Participare ridicată,2,0.03306804870542175,0.4138267345189128,0.5531052167756648
Extra Trees,2020,Germany,Participare ridicată,2,Participare ridicată,2,0.007424721596661823,0.030466185177246932,0.9621090932260912
Extra Trees,2020,Denmark,Participare ridicată,2,Participare ridicată,2,0.0014285714285714286,0.005769188862962841,0.9928022397084659
Extra Trees,2020,Spain,Participare medie,1,Participare medie,1,0.01623214288729394,0.5417403898306588,0.44202746728204717
Extra Trees,2020,Estonia,Participare ridicată,2,Participare ridicată,2,0.010665669457987352,0.12253291752221727,0.8668014130197953
Extra Trees,2020,Finland,Participare ridicată,2,Participare ridicată,2,0.003041596283783784,0.030699543008666254,0.96625886070755
Extra Trees,2020,France,Participare medie,1,Participare medie,1,0.017825271114028433,0.695775585029165,0.2863991438568067
Extra Trees,2020,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.014894605960663837,0.1228448037063508,0.8622605903329855
Extra Trees,2020,Greece,Participare scăzută,0,Participare scăzută,0,0.6005505990885637,0.20115298132245332,0.19829641958898286
Extra Trees,2020,Croatia,Participare medie,1,Participare ridicată,2,0.06010106197409129,0.4158577048595133,0.5240412331663956
Extra Trees,2020,Hungary,Participare ridicată,2,Participare medie,1,0.07607808073005119,0.5249865512245264,0.39893536804542234
Extra Trees,2020,Ireland,Participare medie,1,Participare medie,1,0.09608308263374056,0.6901218939099755,0.2137950234562841
Extra Trees,2020,Iceland,Participare ridicată,2,Participare ridicată,2,0.0015066964285714284,0.018272601402220968,0.9802207021692075
Extra Trees,2020,Italy,Participare scăzută,0,Participare scăzută,0,0.4100235213797262,0.31609977733502026,0.2738767012852532
Extra Trees,2020,Lithuania,Participare ridicată,2,Participare ridicată,2,0.03145868483613601,0.1944687432883269,0.7740725718755377
Extra Trees,2020,Luxembourg,Participare medie,1,Participare medie,1,0.029240258533736792,0.8656858476668259,0.1050738937994373
Extra Trees,2020,Latvia,Participare ridicată,2,Participare ridicată,2,0.012335202870118188,0.14682634935922684,0.8408384477706554
Extra Trees,2020,Moldova,Participare ridicată,2,Participare medie,1,0.1684935947204969,0.5601808790545201,0.27132552622498257
Extra Trees,2020,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.7194084581413211,0.15445041282642083,0.12614112903225808
Extra Trees,2020,Malta,Participare medie,1,Participare medie,1,0.37473805706812235,0.45551074204305786,0.16975120088881954
Extra Trees,2020,Montenegro,Participare scăzută,0,Participare scăzută,0,0.7864695499972378,0.10335001168898054,0.11018043831378158
Extra Trees,2020,Netherlands,Participare ridicată,2,Participare ridicată,2,0.01796875,0.05631258748039304,0.925718662519607
Extra Trees,2020,Norway,Participare ridicată,2,Participare ridicată,2,0.0032291666666666666,0.022028598876968446,0.9747422344563649
Extra Trees,2020,Poland,Participare medie,1,Participare medie,1,0.03226879683971191,0.6933588623058442,0.27437234085444373
Extra Trees,2020,Portugal,Participare ridicată,2,Participare ridicată,2,0.052738750296723286,0.20751409367779583,0.739747156025481
Extra Trees,2020,Romania,Participare scăzută,0,Participare scăzută,0,0.4787292298346719,0.3481449738639521,0.1731257963013761
Extra Trees,2020,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.09737866826563951,0.35340002013067845,0.5492213116036821
Extra Trees,2020,Serbia,Participare medie,1,Participare medie,1,0.4375122010850903,0.4454518996104892,0.11703589930442047
Extra Trees,2020,Slovak Republic,Participare medie,1,Participare medie,1,0.0854378216023166,0.5731258244037248,0.3414363539939585
Extra Trees,2020,Slovenia,Participare ridicată,2,Participare ridicată,2,0.00878666060499969,0.1886943007548908,0.8025190386401095
Extra Trees,2020,Sweden,Participare ridicată,2,Participare ridicată,2,0.0017057291666666666,0.012967909392841459,0.9853263614404918
Extra Trees,2020,Turkiye,Participare scăzută,0,Participare scăzută,0,0.8437172619047618,0.08869159226190476,0.06759114583333334
Extra Trees,2020,Ukraine,Participare medie,1,Participare medie,1,0.17214457746705655,0.6750780146655783,0.15277740786736504
Extra Trees,2021,Albania,Participare medie,1,Participare scăzută,0,0.7699468230930497,0.16014910757481501,0.06990406933213536
Extra Trees,2021,Austria,Participare ridicată,2,Participare ridicată,2,0.016332042557760048,0.15831281655747836,0.8253551408847616
Extra Trees,2021,Belgium,Participare medie,1,Participare ridicată,2,0.008811070261437908,0.43808460061361937,0.5531043291249426
Extra Trees,2021,Bulgaria,Participare medie,1,Participare medie,1,0.02599814269159102,0.5501132581927723,0.4238885991156362
